"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_frostivus2018_clinkz_wind_walk_attack_debuff"		"Skeleton Walk"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lod_damage"		"Damage: "
		"DOTA_Tooltip_ability_invoker_ice_wall_lod_lod_Note0"		"The slow will still affect magic immune enemies if their magic immunity was created after being affected by Ice Wall."
		"DOTA_Tooltip_ability_slark_essence_shift_lua_creep_agi_gain"		"Agility Gained From Creeps: "
		"rarity_1"		"Common"
		"DOTA_Tooltip_ability_jakiro_liquid_ice_lua_Description"		"Jakiro adds a frost effect to his attack. Enemies hit are slowed by %movement_slow%%% and receive %base_damage% + %pct_health_damage%%% * [Max Health of enemy] as damage per second for %duration% seconds."
		"DOTA_Tooltip_ability_undying_tombstone_lua_ability_note"		"Can NOT <font color='#B694FF'>Rearm</font>"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lod_travel_distance"		"Travel Distance: "
		"DOTA_Tooltip_ability_drow_ranger_marksmanship_custom_Lore"		"The Drow Ranger is the epitome of archery prowess"
		"DOTA_Tooltip_ability_terrorblade_sunder_lua_ability_note"		"Can target <font color='#B694FF'>creeps</font>"
		"rarity_2"		"Rare"
		"DOTA_Tooltip_modifier_frostivus2018_clinkz_wind_walk_bonus_damage_Description"		"Gain bonus attack damage"
		"DOTA_Tooltip_ability_luna_eclipse_lua_duration_tooltip"		"Duration: "
		"DOTA_Tooltip_ability_invoker_deafening_blast_lod"		"Deafening Blast"
		"DOTA_Tooltip_ability_drow_ranger_marksmanship_custom_marksmanship_agility_bonus"		"Agility as Ranged Agility Bonus: "
		"DOTA_Tooltip_ability_invoker_deafening_blast_lod_Note0"		"Interrupt Channelling"
		"rarity_0"		"Special"
		"treasure_all"		"All"
		"DOTA_Tooltip_ability_holdout_omnislash_bonus_damage"		"Bonus Damage: "
		"DOTA_Tooltip_ability_drow_ranger_marksmanship_custom_aghanim_description"		"Causes Drow Ranger's attacks to splinter on the target, hitting nearby units with normal attacks that deal reduced damage"
		"DOTA_Tooltip_ability_invoker_deafening_blast_lod_disarm_duration"		"Disarm Duration: "
		"DOTA_Tooltip_ability_holdout_omnislash_range"		"Range: "
		"DOTA_Tooltip_ability_jakiro_liquid_ice_lua_duration"		"Duration: "

		//english/heroes/arc_warden/abilities.txt
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua"	"Tempest Double[CHC]"
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_Description"	"Briefly refocusing its fractured elements into a single form, the Arc Warden is able to create a perfect electrical duplication of itself. The duplicate can use all of Arc Warden's current items and spells, except most consumables and items that drop on death. The duplicate has separate item and ability cooldowns.The Tempest Double gives bounty gold to enemies when killed."
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_aghanim_description"	"Grants a new ability, Rune Forge. Creates a random Rune in front of you."
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_Lore"	"Warped by the power of its peers, Arc Warden becomes what it despises most: disharmony."
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_duration"	"DURATION:"
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_Note0""Tempest Double cannot be used by the duplicate."
		"DOTA_Tooltip_modifier_arc_warden_tempest_double_lua"	"Tempest Double[CHC]"
		"DOTA_Tooltip_modifier_arc_warden_tempest_double_lua_Description"	"A complete clone of Arc Warden that can use spells and items with the exception of Gem of True Sight and Divine Rapier."
		"DOTA_Tooltip_ability_arc_warden_tempest_double_lua_ability_note"" Cannot be <font color='#B694FF'>Multicast</font>。"

		//english/heroes/axe/abilities.txt
		"DOTA_Tooltip_ability_axe_counter_helix_lua"								    "Counter Helix"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_Description"						"After a set number of attacks, Axe will perform a helix counter attack, dealing pure damage to all nearby enemies."
		"DOTA_Tooltip_ability_axe_counter_helix_lua_shard_debuff_duration"					"DEBUFF DURATION:"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_shard_damage_reduction"					"%ATTACK REDUCTION:"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_shard_max_stacks"						"MAX STACKS:"	
		"DOTA_Tooltip_ability_axe_counter_helix_lua_Note0"									"Counter Helix triggers when the attack hits."
		"DOTA_Tooltip_ability_axe_counter_helix_lua_Lore"									"Axe is the only reinforcement this army needs."
		"DOTA_Tooltip_ability_axe_counter_helix_lua_damage"									"DAMAGE:"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_radius"									"RADIUS:"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_trigger_attacks"						"ATTACKS TO HELIX:"
		"DOTA_Tooltip_modifier_axe_counter_helix_lua_debuff""Counter Helix Damage Reduction"
		"DOTA_Tooltip_modifier_axe_counter_helix_lua_debuff_Description""Reducing Attack Damage by %dMODIFIER_PROPERTY_TOOLTIP%%%"
		"DOTA_Tooltip_ability_axe_counter_helix_lua_shard_description"			"Counter Helix now applies a stacking debuff to enemies hit by it that causes them to deal 15%%% less total attack damage to Axe for 6s, up to 6 stacks. Counter Helix no longer has a cooldown."
		"DOTA_Tooltip_modifier_axe_counter_helix_lua"					"Counter Helix"
		"DOTA_Tooltip_modifier_axe_counter_helix_lua_Description"		"Attacks remaining to perform a counter attack."

		//english/heroes/bloodseeker/abilities.txt
		"DOTA_Tooltip_ability_bloodseeker_thirst_lua"										"Thirst[CHC]"
		"DOTA_Tooltip_ability_bloodseeker_thirst_lua_Description"							"Bloodseeker is invigorated by the wounds of his enemies <font color='#70EA72'> within a %radius% range</font> , restoring with each kill. It also boosts Bloodseeker's Movement Speed, which intensifies as the around enemy's lower HP. The bonus Movement Speed reaches its max when the enemy's HP falls below %max_threshold_pct%%. Unlocks max movement speed for Bloodseeker."
		"DOTA_Tooltip_ability_bloodseeker_thirst_lua_Lore"									"Strygwyr becomes frenzied when blood is spilled."
		"DOTA_Tooltip_ability_bloodseeker_thirst_lua_bonus_movement_speed"					"%MAX THIRST MOVE SPEED:"		
		"DOTA_Tooltip_ability_bloodseeker_thirst_lua_kill_heal"					"%<font color='#70EA72'>%MAX HEALTH HEAL:</font>"			
		
		"DOTA_Tooltip_ability_bloodseeker_blood_mist_lua"										"Blood Mist[CHC]"
		"DOTA_Tooltip_ability_bloodseeker_blood_mist_lua_Description"							"Bloodseeker sprays his blood continuously in the area around him, losing health to damage his enemies. The radius of Blood Mist is equal to Bloodseeker's Movement Speed. Enemies at the edge of the Blood Mist take %damage% damage; for every %range_damage_threshold% units they move closer to Bloodseeker, the damage increases by %range_damage_pct%%%. <br>Requires learning <font color='#70EA72'>Thirst</font>."
		"DOTA_Tooltip_ability_bloodseeker_blood_mist_lua_Note0"									"Damage dealt to Bloodseeker is non-lethal"
		"DOTA_Tooltip_ability_bloodseeker_blood_mist_lua_damage"					"HP PER SECOND COST/DAMAGE:"
		"DOTA_Tooltip_ability_bloodseeker_blood_mist_lua_tick"							"DAMAGE INTERVAL:"
		"DOTA_Tooltip_modifier_bloodseeker_blood_mist_lua"									"Blood Mist[CHC]"
		"DOTA_Tooltip_modifier_bloodseeker_blood_mist_lua_Description"						"Sprays blood to deal damage to enemies around, and enhances the healing effects on Bloodseeker."
		

		//english/heroes/dazzle/abilities.txt
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua"	"Bad Juju[CHC]"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_Description"	"It can be cast actively by consuming HP, reducing the remaining cooldown time of all other skills and items. Casting Bad Juju temporarily increases HP consumption and <font color='#70EA72'>temporarily increases your own magic resistance, while reducing the magic resistance of nearby enemies.</font>\nFor each <font color='#bd49ff'>Sealing Ability</font> in cooldown, the cooldown time and HP consumption of Bad Juju will increase, with a more significant effect from <font color='#bd49ff'>Sealing Ability</font> with shorter cooldown time.\n<font color='#ed2d4d'>Cannot reduce the cooldown time of neutral items</font>\n<font color='#ed2d4d'>Cannot be cast when HP is insufficient</font>"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_Lore"	"Each invocation of the Nothl realm helps it further permeate the surroundings of our own."
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_armor_reduction"	"%Magic Resistance Reduction/Increase Per Stack:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_duration"	"DURATION:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_cooldown_reduction"	"COOLDOWN REDUCTION ABILITIES:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_cooldown_reduction_items"	"COOLDOWN REDUCTION ITEMS:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_mana_cost_increase_pct"	"%HEALTH COST INCREASE PER CAST:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_mana_cost_increase_duration"	"HEALTH COST INCREASE DURATION:"
		"DOTA_Tooltip_ability_dazzle_bad_juju_lua_radius"	"RADIUS:"
		"DOTA_Tooltip_modifier_dazzle_bad_juju_lua"	"Bad Juju[CHC]"
		"DOTA_Tooltip_modifier_dazzle_bad_juju_lua_Description"	"Magic resistance increased by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%, Bad Juju consumption has increased."
		"DOTA_Tooltip_modifier_dazzle_bad_juju_lua_debuff"	"Bad Juju[CHC]"
		"DOTA_Tooltip_modifier_dazzle_bad_juju_lua_debuff_Description"	"Magic resistance reduced by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%."
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_4"	"+1% Bad Juju Magic Resistance Reduction/Increase Per Stack"
		

		//english/heroes/huskar/abilities.txt
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua"					"Burning Spear [Frosthaven]"
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_Description"		"Huskar sets <font color='#70EA72'>his target and surrounding enemies</font> aflame, dealing damage over time with his regular attack. Multiple attacks will stack additional damage. Each attack drains some of Huskar's health. "
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_Lore"				"The Sacred Warrior ignites his weaponry after marking it with his own blood - causing far greater pain than he himself feels."
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_Note0"				"Burning Spear stacks additively when used multiple times on one target.There is no cap."
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_Note1"				"Huskar cannot kill himself with this skill."
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_health_cost"		"%HEALTH COST:"
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_burn_damage"		"BURN DAMAGE:"
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_duration"			"DURATION:"
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_abilitycastrange"	"CAST RANGE:"
		"DOTA_Tooltip_ability_frostivus2018_huskar_burning_spear_lua_spear_aoe"			"<font color='#70EA72'>BURN RADIUS:</font>"
		"DOTA_Tooltip_modifier_frostivus2018_huskar_burning_spear_lua_debuff"				"Burning Spear [Frosthaven]"
		"DOTA_Tooltip_modifier_frostivus2018_huskar_burning_spear_lua_debuff_Description"	"YOU ARE ON FIRE! Taking periodic damage."

		//english/heroes/invoker/abilities.txt
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_lua"							"Melting Strike"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_lua_Description"				"Melts away the armor of heroes hit by the spirit's attack. Each successive hit increases the amount of armor melted."
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_lua_armor_removed"			"ARMOR REMOVED PER HIT:"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_lua_max_armor_removed"		"MAX STACKS:"
		"DOTA_Tooltip_ability_forged_spirit_melting_strike_lua_duration"				"DURATION:"
		
		"DOTA_Tooltip_modifier_forged_spirit_melting_strike_lua_debuff"				"Melting Strike"
		"DOTA_Tooltip_modifier_forged_spirit_melting_strike_lua_debuff_Description"	"Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		//english/heroes/life_stealer/abilities.txt
		"DOTA_Tooltip_ability_life_stealer_feast_lua"										"Feast[CHC]"
		"DOTA_Tooltip_ability_life_stealer_feast_lua_Description"							"Lifestealer's attacks deal damage and provide heal for a percentage of his target's max health."		
		"DOTA_Tooltip_ability_life_stealer_feast_lua_Lore"									"After escaping from his cell in Devarque, N'aix subsisted on flesh and bones of those unfortunate to cross his path." 
		"DOTA_Tooltip_ability_life_stealer_feast_lua_Note0"									"Does not affect Roshan."
		"DOTA_Tooltip_ability_life_stealer_feast_lua_Note1"									"The heal is independent of the damage."
		"DOTA_Tooltip_ability_life_stealer_feast_lua_Note2"									"Stacks additively with other sources of Lifesteal."
		"DOTA_Tooltip_ability_life_stealer_feast_lua_hp_leech_percent"						"%MAX HEALTH LIFE STEAL:"
		"DOTA_Tooltip_ability_life_stealer_feast_lua_hp_damage_percent"						"%MAX HEALTH DAMAGE:"
		"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_3"	"+{s:bonus_hp_leech_percent}% Feast Lifesteal"

		//english/heroes/meepo/abilities.txt
		"DOTA_Tooltip_ability_special_bonus_unique_meepo_7"	"Pack Rat"
		"DOTA_Tooltip_ability_special_bonus_unique_meepo_7_Description"	"+1 Neutral Item and Neutral Item Reroll Token Redemption"

		//english/heroes/pangolier/abilities.txt
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua"						"Lucky Shot"
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua_Description"			"Pangolier rolls the dice and lets fate decide the outcome for his enemies. Grants a chance to apply a Disarm and reduce armor on any damage dealt by Pangolier's attacks or abilities. <br><font color='#ed2d4d'>Once Lucky Shot is triggered by an ability, it will have a cooldown time of %abilitycooldown%seconds.</font>"		
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua_Lore"			"The Pangolier's blade is guided more often by whim than reason."		
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua_chance_pct"			"%<font color='#70EA72'>CHANCE:</font>"
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua_duration"			"DURATION:"
		"DOTA_Tooltip_ability_pangolier_lucky_shot_lua_armor"			"ARMOR REDUCTION:"
		
		"DOTA_Tooltip_modifier_pangolier_lucky_shot_lua_debuff"	"Lucky Shot"
		"DOTA_Tooltip_modifier_pangolier_lucky_shot_lua_debuff_Description"	"Disarmed. Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		//english/heroes/terrorblade/abilities.txt
		"DOTA_Tooltip_ability_terrorblade_reflection_lua"	"Reflection"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_Description"	"Terrorblade brings forth an invulnerable dark reflection of all enemy heroes in a target area. Affected enemy heroes have movement and attack speeds slowed and attacked by their reflection. \nEnemy creeps are slowed and take physical damage equal to their base damage. Damage intervals are based on the creep's base attack time. Affects a maximum of %max_creep_affect% enemy creeps."
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_Lore"	"In the fractal prison of Foulfell, Terrorblade learned the truth of this old tale: you are your own worst enemy.Now it is a lesson he teaches others."
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_illusion_duration"	"REFLECTION DURATION:"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_illusion_outgoing_tooltip"	"%REFLECTION DAMAGE:"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_move_slow"	"%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_attack_slow"	"ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_range"	"RADIUS:"
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_Note0"	"Reflections are untargetable, invulnerable illusions, that will be destroyed if the slow debuff is removed."
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_Note1"	"Reflections can only attack their source."
		"DOTA_Tooltip_ability_terrorblade_reflection_lua_ability_note"	"Enemy creeps are slowed and take physical damage equal to their base damage. Damage intervals are based on the creep's base attack time. Affects a maximum of %max_creep_affect% enemy creeps."
		
		"DOTA_Tooltip_ability_terrorblade_sunder_lua"	"Sunder"
		"DOTA_Tooltip_ability_terrorblade_sunder_lua_Description"		"Severs the life from both Terrorblade and a target hero, exchanging a percentage of both units' current health. Somehealth points must remain."
		"DOTA_Tooltip_ability_terrorblade_sunder_lua_hit_point_minimum_pct"	"MINIMUM HP SWAP:"
		"DOTA_Tooltip_ability_terrorblade_sunder_lua_ability_note""Can be used on <font color='#B694FF'>creeps</font>."

		//english/heroes/tinker/abilities.txt
		"DOTA_Tooltip_ability_tinker_rearm_lua"	"Rearm[CHC]"
		"DOTA_Tooltip_ability_tinker_rearm_lua_Description"	"Channeled - Resets the cooldown on most of Tinker's items and abilities., <font color='#70EA72'>and provides Tinker with a stackable debuff amplification.</font>\nFor each <font color='#bd49ff'>Sealing Ability</font> in cooldown, the casting duration and cooldown of Rearm will be extended, with the longer the remaining cooldown time of the <font color='#bd49ff'>Sealing Ability</font>, the greater its effect.\nIf you successfully reset the cooldown of a <font color='#bd49ff'>Sealing Ability</font>, the cooldown of Reload will not be reset."
		"DOTA_Tooltip_ability_tinker_rearm_lua_AbilityChannelTime"	"TIME TO REARM:"
		"DOTA_Tooltip_ability_tinker_rearm_lua_bonus_status_resistance"	"%<font color='#70EA72'>Debuff AMP Per Stack:</font>"
		"DOTA_Tooltip_ability_tinker_rearm_lua_buff_duration"	"<font color='#70EA72'>DURATION:</font>"
		"DOTA_Tooltip_ability_tinker_rearm_lua_sealing_bonus_time"	"Penalty time per <font color='#bd49ff'>Sealing Ability:</font>"
		"DOTA_Tooltip_ability_tinker_rearm_lua_Note0"	"Rearm works on all items except Aeon Disk, Arcane Boots, Black King Bar, Hand of Midas, Helm of the Dominator, Helm of the Overlord, Linken's Sphere, Meteor Hammer, Pipe of Insight, Refresher Orb, Revenant's Brooch (passive ability), and all neutral items."
		"DOTA_Tooltip_ability_tinker_rearm_lua_Lore"										"A new battery here, another set of rockets there, Boush continually improves on existing technology."
		"DOTA_Tooltip_modifier_tinker_rearm_lua"	"Rearm[CHC]"
		"DOTA_Tooltip_modifier_tinker_rearm_lua_Description"	"Resetting ability cooldowns."
		"DOTA_Tooltip_modifier_tinker_rearm_lua_buff"	"Rearm[CHC]"
		"DOTA_Tooltip_modifier_tinker_rearm_lua_buff_Description"	"Debuff amplification increased by %dMODIFIER_PROPERTY_STATUS_RESISTANCE_CASTER%%%."
		"DOTA_Tooltip_modifier_tinker_rearm_lua_counter"	"Rearm[CHC]"
		"DOTA_Tooltip_modifier_tinker_rearm_lua_counter_Description"	"Rearm's cooldown extended to %fMODIFIER_PROPERTY_TOOLTIP% seconds, casting duration extended to %fMODIFIER_PROPERTY_TOOLTIP2% seconds."

		//english/heroes/zuus/abilities.txt
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua"										"Arc Lightning"
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_Description"							"Hurls a bolt of lightning that leaps through nearby enemy units that deal a base damage and a percentage of their current health."
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_shard_description"						"Grant Lightning Hands"
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_Lore"									"Arc Lightning is Zeus' favorite spell to use against puny mortals."
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_jump_count"							"JUMPS:"
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_arc_damage"							"BASE DAMAGE:"
		"DOTA_Tooltip_ability_zuus_arc_lightning_lua_damage_health_pct"						"%CURRENT HEALTH AS DAMAGE:"
		
		
		"DOTA_Tooltip_ability_zuus_lightning_hands_lua"						"Lightning Hands"
		"DOTA_Tooltip_ability_zuus_lightning_hands_lua_Description"			"Zeus's gains bonus attack range and his attacks create Arc Lightnings that deal a percentage of it's damage. <font color='#70EA72'>Need Arc Lightning. </font>"
		"DOTA_Tooltip_ability_zuus_lightning_hands_lua_attack_range_bonus"				"BONUS ATTACK RANGE:"
		"DOTA_Tooltip_ability_zuus_lightning_hands_lua_arc_lightning_damage_pct"		"%ARC LIGHTNING DAMAGE:"
		"DOTA_Tooltip_ability_zuus_lightning_hands_lua_arc_lightning_damage_illusion_pct"		"%ARC LIGHTNING DAMAGE ILLUSIONS:"

		//english/HUD_Abilityselect.txt
		"HUD_Abilityselect_ChoseaAbility"	"Select a New Skill"
		"HUD_Abilityselect_ForgetaAbility"	"Forget a New Skill"
		"HUD_Abilityselect_HideaAbility"	"Hide a New Skill"
		"HUD_ItemSelect_Chose"	"Select a Tier-{value} Neutral Item"
		"HUD_ItemSelect_Reroll"	"Re-Select a Tier-{value} Neutral Item"
		

		//english/HUD_Ban.txt
		"HUD_Ban_confirm_ban"	"Confirm"
		"HUD_Ban_already_ban"	"Banned"
		"HUD_Ban_recent_ban"	"Recently banned"
		"HUD_Ban_ability_times"	"Skill bans remaining "
		"HUD_Ban_hero_times"	"Hero bans remaining"
		"HUD_Ban_ban_ability"   "Ban Ability"
		"HUD_Ban_your_bans"   "Your Bans"
		

		//english/HUD_EndGame.txt
		"HUD_EndGame_score"	"Rank Score Point"
		"HUD_EndGame_basic_info"	"Basic Info"
		"HUD_EndGame_reward"	"Joker Coin"
		"HUD_EndGame_items"	"Item"
		"HUD_EndGame_ability"	"Skill"
		"HUD_EndGame_pvp_record"	"Duel"
		"HUD_EndGame_gold"	"Total Gold"
		"HUD_EndGame_bet_reward"	"Betting Gains"
		"HUD_EndGame_round"	"Wave"
		"HUD_EndGame_quit"	"Leave"
		"HUD_EndGame_shopping"	"Shopping!"
		

		//english/HUD_error.txt
		"dota_hud_error_target_already_infected"	"Cannot cast on infected targets."
		

		//english/HUD_Feedback.txt
		"HUD_Feedback_title_text"	"Suggestions & Feedback"
		"HUD_Feedback_confirm"	"Submit Feedback"
		"HUD_Feedback_textentry_placeholder"	"We value your suggestions and feedback!"
		

		//english/HUD_Game.txt
		"compensate_torn_bookx2"	"Relearn Book Remnants x2"
		"compensate_relearn_and_torn_bookx2"	"Relearn Book+Relearn Book Remnants x2"
		//11.19更新
		"Hud_Round_berserk"	"Berserk Stack"
		//11.22更新
		"Hud_Loading_vip_getting"	"Logging in..."
		"Hud_Loading_vip_got"	"Login succeeded"
		"Round" "Round"
		"NeutralItemSlot_Empty"		"Must Equip a Neutral Item"
		"NeutralItemSlot_LevelDiff1"		"Must Equip a Tier-1 Neutral Item"
		"NeutralItemSlot_LevelDiff2"		"Must Equip a Tier-2 Neutral Item"
		"NeutralItemSlot_LevelDiff3"		"Must Equip a Tier-3 Neutral Item"
		"NeutralItemSlot_LevelDiff4"		"Must Equip a Tier-4 Neutral Item"
		"NeutralItemSlot_LevelDiff5"		"Must Equip a Tier-5 Neutral Item"
		"CanNotCastDuringRage"			"Can't Use During Chemical Rage"
		"CanNotCastDuringLil"			"Can't Use During Lil Shredder"
		"CanNotCastFalsePromise"			"Can't Use During False Promise"
		"Hud_DamageCounter_CurrentTotal"	"This Round Damage: "
		"Hud_DamageCounter_PassTooltip"	"Subscribe CHC VIP and you can see details."
		
		"Unique_no_pay_button"	"Why No Cash Option?"
		"Unique_no_pay_button_desc_top"	"Dear Players,"
		"Unique_no_pay_button_desc_main"	"<br>Thank you for your unwavering support. We have received an Email from VALVE: prohibiting the commercial of Arcade. Out of respect and consideration for VALVE, we will make the following temporary adjustments:<br><br>1. Starting from 0:00 on August 8, 2023 (UTC+8), we will suspend the monetization system of our games.<br><br>2. Other features in the game will remain unaffected. Unused in-game currency (including currency earned by playing games) can still be used in the in-game store.<br><br>3. <font color='#f7ab00'>Even without revenue, our dedication to creation and service will continue. </font>As long as players remain active, EoM Games Studio is committed to serving you with sincerity.<br><br>4. Since the establishment of EoM Games Studio 4 years ago, we have consistently dedicated ourselves to delivering the best experiences for our players within our capabilities. We've released 5 games, attracting 400,000 global players monthly. Yet, we keenly recognize that our successes owe much to the unwavering support from VALVE and our cherished player community. Regardless of what the future brings, reflecting on this incredible journey fills us with deep gratitude. <br><br>We will actively seek opportunities to discuss with VALVE in hopes of continuing our operations and staying alive.<br><br>5. From the bottom of our hearts, EoM Games Studio deeply appreciates the continued support and companionship from all of you players.<br><br>If you have any questions, please contact us via Email: support@eomgames.net.<br><br>"
		"Unique_no_pay_button_desc_bottom"	"Best Regards,<br>EoM Games Studio<br>August 8, 2023"

		//english/HUD_Hero_select.txt
		"card_primary_strength"	"Primary Attribute: Strength"
		"card_primary_agility"	"Primary Attribute: Agility"
		"card_primary_intellect"	"Primary Attribute: Intelligence"
		"HeroSelect_pick_hero"	"Please select your Hero(Remaining: [!s:countdown])"
		"HeroSelect_talent_branch"	"Talent Tree"
		"HeroSelect_defult_choice"	"Default"
		"HeroSelect_hidden_hero"	"Hide"
		"HeroSelect_show_hero"	"View"
		"HeroSelect_repick"	"Re-shuffle"
		"HeroSelect_repick_count"	"Re-shuffles remaining: "
		"card_primary_all"	"Primary Attribute: Universal"
		

		//english/HUD_Inventory.txt
		"LotteryDraw"	"Lucky Draw"
		"PassPage"	"Pass"
		"PurchasePage"	"Resource Purchase"
		"Inventory_title"	"Inventory"
		"LotteryDraw_treasure"	"Treasure"
		"LotteryDraw_refund_congratulation"	"Congrats, you got: "
		"LotteryDraw_refund_okay"	"OK"
		"LotteryDraw_single"	"Single Draw(<panel class='JokercoinIcon'/> x {d:value})"
		"LotteryDraw_multi"	"Ten Draws(<panel class='JokercoinIcon'/> x {d:value})"
		"Pass_main_title"	"Custom Hero Chaos Pass Member"
		"Pass_payment_coin"	"Redeem with 5,000 Joker Coins (30d)"
		"Pass_payment_cash"	"Purchase Pass (30d)"
		"Pass_payment_cash_title"	"Select a payment method: "
		"Pass_description"	"Custom Hero Chaos Pass will unlock: \n-Heroes and abilities can be banned during the preparation phase. \n-More mark as trolls attempts. \n-Randomly obtain trial accessories (Immortal not included). \n-Bet page displays additional information. \n-In PVE Mode, PASS members can freely choose hero. \n-Teleport Effect unlocked in Inventory. \n-Ranged Attack Effect unlocked in Inventory. (You can unpack chest II or use fragments to exchange the Effect)"
		"common_buy_success"	"Purchased"
		"common_buy_fail"	"Purchase failed"
		"common_exchange_fail"	"Redeem failed"
		"Common_Close"	"Close"
		"Purchaseitem_title_coin1"	"S Joker Coin Pack"
		"Purchaseitem_title_coin2"	"L Joker Coin Pack"
		"Purchaseitem_title_coin3"	"XL Joker Coin Pack"
		"Purchaseitem_desc_coin1"	"80 Joker Coins"
		"Purchaseitem_desc_coin2"	"400 Joker Coins"
		"Purchaseitem_desc_coin3"	"1,280 Joker Coins"
		"Inventory_money_purchase_tooltip"	"Purchase Joker Coins"
		"Inventory_money_tooltip"	"Joker Coins can be used in the Lucky Draw."
		"purchase"	"Purchase"
		"discount"	"Offer"
		"treasure_0"	"Gained from the limited time"
		"treasure_1"	"Treasure Ⅰ"
		"treasure_2"	"Treasure Ⅱ"
		"treasure_3"	"Treasure Ⅲ"
		"treasure_4"	"Treasure Ⅳ"
		"Inventory_exchange"	"Redeem Now"
		"Inventory_exchange_placeholder"	"Enter redemption code"
		"Customer_service"	"Customer Support"
		"reward_title"	"Reward"
		"reward_close"	"Click anywhere to close"
		"reward_pass_until"	"Member Valid Date:"
		"reward_to_dust"	"Converted to <panel class='ShardIcon'/> x {d:value}"
		"reward_moonstone_get"	"<panel class='JokercoinIcon'/> x {d:value}"
		"reward_starlight_get"	"<panel class='ShardIcon'/> x {d:value}"
		"reward_item_title"	"Item Reward:"
		"reward_vip_title"	"Member Reward:"
		"reward_wallet_title"	"Resource Reward:"
		"reward_box_title"	"Treasure Reward:"
		"handbook_item_temp"	"Member Trying"
		"Join_Discord"  "Join our discord"
		

		//english/HUD_notify.txt
